Yelp URL Slug			san-francisco	la	nyc	chicago	san-diego	san-jose	seattle	boston	austin	las-vegas	philadelphia	portland	houston	sacramento	honolulu	atlanta	oc	denver	dallas	phoenix	miami	minneapolis	new-orleans	st-louis	baltimore	san-antonio-tx	orlando-fl	santa-barbara-ca	santa-cruz-ca-us	san-gabriel-ca	pittsburgh	fort-lauderdale-fl	detroit	charlotte-nc	nashville	columbus-oh	salt-lake-city	providence	milwaukee	kansas-city-mo	indianapolis-in	cincinnati-oh	tucson-az	ann-arbor-mi	fort-worth	raleigh-nc	virginia-beach-va-us	richmond	cleveland	colorado-springs-co	albuquerque	madison	santa-clarita-ca	reno-nv-us	san-fernando-valley-ca	fresno-ca	tacoma-wa-us	jax	ontario-ca	stockton-ca	oklahoma-city	bakersfield-ca	louisville	charleston-sc	vancouver-wa	eugene-or	portland-me	buffalo	sonoma-ca-us	modesto-ca-us	memphis	grand-rapids-mi	omaha-ne-us	worcester-ma	rochester-ny-us	gainesville-fl	savannah-ga	albany-ny-us	birmingham-al	asheville-nc	hartford	wilmington-de	spokane-wa	westchester-county-ny-us	anchorage-ak	boise-id	baton-rouge-la	el-paso-tx	des-moines-ia	syracuse-ny-us	bloomington-in	columbia-sc	little-rock-ar	lexington-ky	naples-fl	tallahassee-fl-us	knoxville-tn	harrisburg-pa	salem-or-us	greenville-sc	fort-myers-fl-us	dayton-oh	lincoln-ne	corpus-christi-tx	chattanooga-tn	tulsa-ok	wichita-ks	springfield-mo	pensacola-fl-us	south-bend-in-us	allentown-pa	huntsville-al	london-on-ca	athens-ga	daytona-beach-fl	springfield-ma	east-lansing-mi	kalamazoo-mi	fairfield-ct	cedar-rapids-ia	toledo-oh-us	rockford-il	fort-wayne-in	lubbock-tx	columbia-mo	akron-oh-us	augusta-ga	columbus-ga	green-bay-wi	montgomery-al	roanoke-va	sioux-falls-sd	ventura-county-ca	appleton-wi	shreveport-la	palm-beach-fl	mobile-al-us	charleston-wv	amarillo-tx	jackson-ms	billings-mt	lakeland-fl	evansville-in	san-angelo-tx	ogden-ut-us	sudbury-ma	beaumont-tx	abilene-tx-us	ocala-fl-us	macon-ga	erie-pa	midland-tx	topeka-ks	youngstown-oh	tampa-bay-fl
Spa	113	68.2566371681416	86	79	83	80	75	88	85			46		97	87		36	100			97		84				73	99	66	60	70		81		95	100		70		96	80	86	52		99	94	84	91	41	96	92	57	81	61		63			77	67			63	53	69	78	63		29	88	14	70	92	69		75	57	100	46	83	47	28		86	94	41	83	52	63	79	83	69	59		74	80	54	56	79			53	39		75	73		37	50	48	57			90	55	71	49	69			50			61	82		53	41	53	28		34				83	54	23	98	46	85	76	62		61	52	89	41	95			100	70	42	60	60	18
Gift Shop	111	33.9279279279279													96			98							59	78	95	46	80				56	70	53	45	94	75	48		93	34	35	30	48		51	72	71	58	54	26	40	92				31	64	23		66	11	50	18		68			24			15	42	35	72	22	57	82	18	7			23	31		44	27	15	4	11	26	76	13	19	12	39	39	18	16	47	25	47	8	15	9	22	8	13	29	22		28	9		44	18	10	86	38	59	17	16	22	5	14	34	9	13	15	27	6	5			45	6		6	5	12	6	17	14	5	27	11		8	15	22	9	5	8	6	4	
Bakery	110	68.3	49	36	34	39	64	32	39	79	100		65	61	97	42	57			70	85	83	90			80	81	73		97	77	18	70	61	61	84	96	60	58	72	59	82	83	86	80		50	93	77	81	76	92	75	74	85		55	62	79	78	40	53	67	55	52	70	85	79	50	66	58	32	36	61			58	77	53	71	32	59		54		88	79	63	97	47	47	75				52	95		60	48		42	89		78	63	87		59	81			89		90	52						92	76	72	99		50	95		80		66						58	93		91	78			57		94	58			81	81		26			
Pho	101	48.7722772277228	18	18	89	99	12	5	12		39	71	29	17	31	14	19	78	44	15	37	51		88	85		37	35		54	32	9	72	96	88			44	32	77	53	84	80	92	68	73	76	74	23	44	58	16		64	46	30	35	11	21	35	11	13	37	29			21	17		74		14		44	83	39	47			90					19		31	23	30		32	43			68			44	27	29	31			94	58	64		20	66		71			40			77	43	22	86		86	35					68	82							64	65		80		97		75	70			60	43						51	46		37
Chinese Delivery	100	39.87		86		84	47		50		12		68	52	91					22	40	31	94	11	42	14	63	33	31	33	26		23	31		13	6	3	5	69	38	8	8	18	4	29	6	5	3	4	49	3	57	7	68	36		39	11			11	15	10	10		8	21		9		23	43	89	6	17	88	47	59	9	44			29			5	39		25	22	46		83	89		5	41	9	96	89	50	21	71		49		18	4	19	8					9		89	61		42	88	78			57	81		6	95			75			56			91	94			93		99									73			
Dentist	98	61.3469387755102	36	31	64	24	20	16	34	64	30		66	62	50	26		63	85	37	98	47	88			64	99		95	91	43	24	83			39	78	89	85		73	66		54	56	51	83	58				64	68	99	6	40	78	71	37	79	36	25	70	39	90		27	61	93	93		26		92	96	94		50				96		79		38	59	54			70						93	96			14		80		73		81	67	99	62	17			50		54			39	93	26	85			72	62	45			30	48	96					71		61			53	86	56	77	63		6	97				58				
Hotel	97	59.7628865979381	51	87	77		68		91			60		60			59						61		37				58	9	20			88			65		99	62	76	87			74			100			88	82	48	93		28		68			51		89	36	74	27		96	18	84	12	38	74	45		91	72		48	75	83	20			56	76	60	56	57		63	67			39		88		36	55	45		71	92	76	44	34	52	78				49	47			46	72	62	73			86	90	91		43	58	72	67	52	42	60			50	18	39		54	48	27		63			54		45	56	96	65	89	16	44	29	20
Seafood	95	51.9263157894737	27	53	94	66	26	66	19	16	84	80	79	45	37	73	29	52	42		46	62	31		25		11	72	21	14	28	68		15	92	72			96	33	74		88				66	64	16	73	85					99			35	18	42			91		9	55		9	71		67	83		64	69		89	14	78	43			50			22	100	21	56				44		74	12	47	96			76	23			12		81			14		64				7	41		51	84		94					37	37	53			94				19	50	9	79			87	68	59		55	25	25	54	66					63	8
Indian Food	92	56.4239130434783	35	42	46	28	22	31	38	47	36		52	40	63	39		51		58	68	52		23		84	80		65	48	53		76	72	60	61		81	46		95	69	91	53	52	33	100	53	90	70	43	61	95	50	83	39		41		76	71	41	91	20			74	37	65	94		15		67	58	38	53	30		54		71		31	90	58	25	75		85	25	13		62		71				24				25		25		65	43						84			47	28				75						46			50				91			95				100		65			33			79			18		93	
Happy Hour	92	39.8478260869565	14	16	20	71	19	36	10	67	18	87	38	7	11	16	32	48	64	9	23	21	45	37		43	27	26	28	21			51	12	70	47	58	55		48	32	27		40	35	84	25		18	45	80	51	34	62	32	72	6	44	18	39	16	47	59	78	34	38	5	41	87		64	36			38		18		51		92			14	11	77	29	18	20	37	23	68		22	13		3	15			6					66		53			98										73						9			85		83	20					18								86				76							
Indian	89	64.6629213483146	52	67	27	46	55	37	60	54	69		37	81	68			57		96	88					94	43		87			52	54		100	53		53	76		91		72	68		32		30		51	51	72		53	98	95		66		49	97	100			100		58	81	79	68			78	54	71	46	37	52		34		80		40		72	93		85		50	55	60	43	49	59		70	90	80	91	68		40						93			73	57	98			19	34		67	77	99	49			52	82								31			48				48				67	45			89		80		89	44	
Haircut	86	38.3139534883721	41	58		48	62	41	61	37	64		58	96	54										74	76	26	25	92	25	37	78	28				43	56	28	64	42	47	26	27	31	21		31	50	31	78	17	22	28	76	48		53		26		65	35	69	93	12		29	19	15				14	19	20	6		29	24	12				27	96	13	7	46	53	18	54	2	80	14	8		5	11	10	4							56	18		13								5	8	18		20		20	6	58					70						28								67							73				
Hair Salon	85	66.4823529411765	77	63	48	51	46	55		41			44		89		82						100			81	50					58	75			75		67		59		88	75	94		49		69		55	99		90	48	56		47	91	96	38		51	94	90	95	98	87	67	68	99				66		74			87	48	88	67		62		40	66		67			84	43	54		51	37	67	43		60	72	72	96				70								29	88	78	95	61	25				49	66	75		94	47		40				39	67	57	85	56		43		46		64							44	84			
Nail Salons	85	57.2	72	54	78	59	41	68							75	66	70				94	72	93			71		93	91							87							81		61		88					73	53		21		90	46		45	43	56	84	81			70	93				41		97				55	85					98	73		49	66	47	87		87	44	94	51		22	37	71		41	36			16	54		93		57	30		35			36			43	31	79	20		38		16	35		88	37	46	33	38			27			78	25	22		98	65	37	40		72	41	7	33	23	27	55	37		
Restaurants Downtown	84	27.9166666666667	84	97				45	55							23		19		36	54			40		60		55	38		17		49		31	5	4	41	7	6	6		3	80		98		3		8		4	30	3		35		27	61				38	24	3	8		13	88	7	3	3	9	2				5	8		11	2		67	1			14			21	39	24		7	4	50	34		20	18	10	22	33		6	1	7	16		2					6				4	69		1					54	4		89	20	43			12		60	3	1			76	15						80		64					
Bbq	83	52.0843373493976		84			63	56			16				30	85		75			25	77				40		28	70							35	22		90			9					28	44		54		74	84				70			70	67		33	57	38	49	97					53	6		78		69	59	47		21	31					89	84	71	48	72			17	97	30	78	55	17		63	32		77	42	88	26	27	27	38	93			8			48				99				92	68	54	46	22	54		30					53		34	53	30	22			41	38	93		59	35	72	38		52	41	36	
Thai Food	77	61.3246753246753	54	29	91	47	35	52	43	55	91		92	42		64				87	71	50					62			72	30	63							49		58		70	88	42	91	56	73	100		97	71	93	36	30	79		52	80		12	24	47	19	98		54	35				85		70		16	54	74		69					45		63	57	81	50		94	46	34			76	65		39	71			86					70		82		53	74			31	66	9		15		72								92	94				71								77	93										64		
Pedicure	75	43.6533333333333																										56	100	74									75				71		27		53	81	65	43		35	31	34	88			82		42			54		47	47	25	49				88	49	46	30	100	25	27	98	70		26			99		15	21	24	51	96	52	32				67	92	45		10		17		4	37		31		83	25					27			47	27		35		7		9	5		49	64	75	45	19			23				15	10		11	96	23	7			7	5	24	29	17	49	10		
Nightlife	72	36.1111111111111	89	44		38	36	70	32		41	34		18	13	31	31	2		20	12	15	16	21			12	5		73					3	4	3	4			8	7	4		9		17	2	4		3	55	9					21		3			3		5							64	3		9														68	9			85		58	78	62	20					38	85		4	27	3	3					78			74	58				94							77	3			97							47	95	92		91					93	61		60	64	4		79	
Orthodontist	67	49.5074626865672																																								76	94	78			98					63	100							53			29	87	49					62			56		62		56							90					33	39	58	57		90	42	34		88	32	65		69	74	17	27	24	32	17	23	78	46		96			75	58	33				80	31	42	19	32	72	17	47	39	63		33			79	12			20	33	11	78	44	32	42	33		19	36		54	19	41	20	9	
Yoga	64	56.953125	55	62	90	70	83		66	89			73	59						74						93				88	88		91						72					93		60						99		88													76	52	55									70	83			73					47	60	75				52	89			64	45		76		40		89	30									98		40				43		62		33	47	44	37		74	44	43	11	34			53				8	37	29			14	45		20	16	40	23	30	18	32	39		62
Sunday Brunch	63	33.6666666666667									42				55			84	4		49		56		54		61	16	17	37			25	4	47	16	36	8	20	11	33	33	65	8	46		5	11	31	9	6		14	98	37		83		88	22	34		6	64	71				52	44			24	32	88				12	8	5	14		64		65	53	49			6					7			15											51						3					22	5									7					7		2													80						
Pizza Delivery	63	59.9047619047619	43	89		85	56		36		59		98	25		57				35	62	45			58		97	67		82	75		55	42	84		64	71		86	28	79			79		41		28		20	36	13						16			31	52	23			67	12		81	91	56			99	73		31							47		6		66		93			15						15	77	92	66																		65	96						70	65		86								96	62		99					61	81		89							
Korean	62	64.6290322580645	42	34	31	78	91	22	71	92			54		69	43	23	85			70						54					48	87					54	80	68						26			91	90	81	80							70		64	42	86	48			66	94		78				76			65			36							58					70	56	45		42			73		87			66				71	83		86			30	39		67		100				58					61	61	57		46	71						83	88				97	58											65	
Dry Cleaners	62	67.7096774193548	79	72	80	50	58	71	69	77	60		48		59	53				61		85		94	62	52	94	87		89	72		47				63			35	75	73	66	48	93	4				63		86	29	52		59				83	87	48						98								53	62	26		88	72			56								62	36		84			99					82						72					97				82	53		36			85					97																		75	44				88		70			98
Wells Fargo Bank	62	37.8548387096774													93							93						80								43			67						55		80	83	34	40		60	4							8		76		67		55	83								60			75	72		24	34		51			34	24		32	55			8			27	46		72	25	4	16		41	17					31		3	28		51	16				83	18			11	13			9	14	37	18	24			44		17	11		42		19	7		30	15		27		13	18		10			
Chinese Buffet	62	53.3064516129032									63				80							43		64		77		23	13				95	46		55	69	72	65		43	31	39	51	24	20	39	46	21	28		62	10	56				48	66	34	58	97	16	31								34	81	7				7		61						78		67			24	38		81					77	26		95				97			9	50			7	100						60				78	88		76	55								69								83	67			51						99	55		
Cupcakes	60	56.8666666666667						90			92											71					91	100	51		64		97	67		92		51			96	74	50	36	37		45		40			48	77		23			81		27	65	37	24		77		29			36		27				59	41	33	88	65	17	44			37		24	44				51			69				57		51			32	71	40		23		30									23			93	74	16		82		96	81														92				42			74						68	
Beauty Salon	59	36.2033898305085													77			42		84	77		52			75			46				57					49			56			71	30		62	28		26	32	19	72		74	53		14	30	10								78							53			25	32	11				47	18		20	20	8						36			17			22	14		5				44	90	15	11		83			22	19						32				55	6			11		6			58		19		10	6			4				87				3	8		5		
Fine Dining	58	49.5689655172414																											35	59	60				39		51		50		79		51	55	72	23		42	26				44	30				78	39			39		30	39	46		36	16			89	19					20	23			62			76		27	81		15	16	19					13			94		77	10				5	79					42		86		25	68	12				7						69		61	62						85	51	75		73	84	61			87			97		66					
Japanese Restaurant	57	70.5614035087719	32	43	37		70	20	62			67	97	83		48	10		32											83		23		99					88						84	86	70		95				98			85		36			30	50		79			96	54				45		88			92			92					62	51		96		95	95		100	84	90	43					74		98				100						56	70													98	92				79				95	66											65		78	83		74	68			36
Diners Drive Ins And Dives	57	27.4912280701754	37			32	77			17	32	8	21	22		29		66			19	94		39	2	11	2	4		17			11	30	15		74		59			18	18	4	8		7	16	60		12	6		38		20		20					56	84			41		60	25	16		5		3		35			16					9			15	11				27												5			13					16										13																			87		11			71										3
Romantic Restaurant	56	45.25								97							49				31			62		79	93	42	74	56	41				63		25	88	66	16	88	81	24	39	65	19	35	54	5	30	34			27				89	19		55		23	41	21	35		72		26	84	30		20	39			66		41					44			16	28		12	11					74						40				9	21	38												85		11														78		23																		
Mexican Restaurant	56	69.3571428571429		93		68	49	73							90	89				72		33				83		50														95			29		89	78					54		62	81	41	92	76		45		97	40			44					72		63		93								68		53				21	77	85		72			98			86	65	52		69	85		75		91	55				45				75					77	88			69			96						94							81					64		37			61	45	73	76	
Burgers	56	68.7321428571429	73	55	75	54	65		75		82			63	79	44					78	90						97			78								54	61	67						99	98				96	58	89			65		56		21	35	83	18			47	80							61											59		86	77				53				82				36	79	97		87			75	65															87		54		63										97			83	40	64	88	73	39	32			82				94	61		
Indian Restaurant	55	58.5272727272727						26		84		92	40		72			73			99	82					40	48	73		86	74			87	81					62		57			58		26			23	41					98	56				70	27	16						52		40	84	26	31	50	40	16		82		99		75	61	29		71		57				16						11			7										71				84						27					83	59							59			88	64							80		92						74		
Best Breakfast	53	20.3396226415094	33	61	88	53	14		54	78	24	2	17	19	9	15	14			13	73	22	21	3	10	25		8	16	11	39		8	6	4		5		8		17	6			6						4	8	3	4	19	12			7				9	27			9	7				7			10				4		10			3	36							9	48											60																																																					
Best Restaurants	53	26.622641509434	28						44			11	56		34	2	2	3		38	42				31		45	6		2			33	3			2		2	1	7		11	56	26	1	2		8							2	39		1	99			98			2		3		53	2		4		4				2		3						4					2					9						88	3				32																							59						63	1	21	72	94							74	81								
Penske Truck Rental	52	45.8076923076923																																																			92							55				99	75					86			99				64			97	52				66				59	36	52			55	29	64	42	78	25	35	84	19	26		80	22	47	41	40	60	51		39	27	50	59		21		34			22	35		42	48	18		25	33	31					10		15	16		24		8							32	35	28				
Auto Repair	52	68.1730769230769					54	81			80					84												59			69	60														88	15					95			43			100			89	72	92	85	59		60					42				83		96						72	95		88	51			87	86	42	53		48					40				93											35		97	57					41						84		81				55		75		96	64	62			54	50	56	46	52		76		82	90			31
Bank Of America	52	49.6346153846154																																		76													96	95			47					67		28			69			61	71			76			48	84		58	60		91	68										35		21		21	34		26	54				18	20			42	76	36	34	36	56		100			48	42	23	96	23	87						77		15	71			35					46			41			18		31		63	46	24	31	12		19	29		
Buffet	52	65.3076923076923					85	48				3				74	21		74										63	84		35										92				59			63			89			79	10	100	69	93		24	43	79	62			99			61		57				63		21							26	79	26	59			61	97		41						82	94			75							87		78	60			39							92			89	75	51			89				78	30								88	89						89			72		
Waxing	51	42.0196078431373																													68		15					87		66			60			74			88		86	31		47					29	51		80	71		60			39	44	19				41	40	23	48	29	36	47		13		45	22		12	55	12	46	98	8	7			29		31	8			26	33					69	51		5					21			16	47		28					16						12				58											96									
Tattoo Shops	49	52.7551020408163					57							37		70			68			61	87		81	90		41	33	78	23		16				46	20		79	57	4	54	81	21		72		61	39	66	33	32		52			86	54			27		94			20					12				70			56						77			29													43							80	57		37		90				22	17																				65							71	19				100							
Salon	48	74.0625				100																											84										76			85				89			99	83															74	72		74		94		66	94	88		85				99								65	81	57	88	94			81			51			81		44		85		90			33		84	98		36	63		81	85				44			66		52				77	87	61				59	95			62		85		60			38	28	82		
Sports Bars	47	75.9574468085106	29	100				93	87					70		92						80				92									97	68							96																	85	98				79								64	93											53			87	84							68	57		44			65		76		91		92					62				64	90	76		90				77		100			74	68	71					48		68		87	85			78	78	65		51		68				76	54	
Brazilian Wax	43	50.8604651162791			96																			90	98	96	41				98					28		24	74	52	39		92	90		30		84	30			39		41	33			35	58	16		88						43		45		28	29		67	49	70			33				19	43	8				22	65	5		32			71								57			54			21				54																																										
Japanese	39	71.3333333333333	34	39	22		72	28	98	87						87	13												97			38																92										57		89	54	62						85				99					90	76								34				66				73	81	58				91					74			100						75							86							91	75	92	56										88				91		73					91	68				
Delivery Food	38	46.6052631578947																		78						97				61	12			36				66	36	63		23		29	20	81	73		59	33		43			36	42					52	4	53	56				6							93	2											7	3		7						87					27						7	35												54		56					88									76	91		79																		
	37	53.4054054054054								32				68			58																																							4					96	64				94			98	58	80			36				11	96					22	63					61									74				11				62		100	90			66					70			76		82	68		37			54									10			16		27		45		17		24	9	50		47				
Asian	36	73.9722222222222									95									67													89					69							96			99				85		65																							75	62						89							38		61	75	77					83						90		60		75			87			68		88			51			84	90	79		66	78												74		35			59				48		80		93	90	43	
Vegetarian	35	76.2	83	81	54	77	100		76	95			69	95											67							77				98														88				97											70			87					75					90			75	51		70		68														100							36		60														64	86													62	78	62		98	80					38								98	62	
Florist	34	77.5882352941177																																																					75									88			94					65									82			100			78		92	74	91		99	97		97		98	87		97		78																	96	63			93	43	92	87				55						56	99			56	39				44		54	61	95			72			41	
Restaurants With A View	34	64.2058823529412	66	74	49	79	97										72		96		72		32				67			45	71			22		60								24	90				79		68	68							100	64											85								93			63			97	52											60						92			41	8										47	73																				44																			33
Hibachi	33	58.0606060606061																			80			99		54		51	56								81	47		80	94		84			24	22		6	23																						47	62			41	7			35				88					96					60				48		40							55				44		41								27					77			64			87	100																							96	
Ramen	33	49.6666666666667	15	13	18		24	12	88	28	29	64	28	27		11	8	94	48								72	88				12	19						93										44	78		66			72		18	88			57							57									71															99																																						89																		86									23
Vegan	32	72.46875		65									100	43																																			51	99		91	76		84		96						77	83				84		85	97	37	95					87	94	51		56				42					66					66							65													37				76								56										52		58			61	89											100		
Coffee Shop	32	64.78125	95		39		98		80		48			39						77				87		65									79		89								53							25		84					48									27	86					37			63		58	79		40			40										91													55						92									71				68																99						55					71			35
Hertz	32	46.5625																											57					78															80											56										64			33								98								32	23						26		73		89	73	66	36		47		49				62		44						49	24	32			44	35			33		18		37					25							22					17		36	32					
Fried Chicken	31	54.9032258064516																							45												38	39			70	60	46	31	85	79	81	48				27	89				20						28		16	20		92					94		44				17			49							80					74	65	32		86	23																	64																76																	84								
Korean Bbq	30	60.0666666666667	88	9		55	39	34	82				78		74	68	85		9	88									79	47		14							52						66				70						81		27	28	51		32	90	81	58								46				90				87																																						94																																							
Regions Bank	30	25.5333333333333																								10											41						47																	21													18								9								22					40	18		30	63	4			47	31				12			3	10			13		93											4		24	19		7					8		7			7		21	55						3	79					
Night Clubs	30	57.7666666666667																						36			55	47							36		97					89		58					94									47	49	31		52		17								4																46		88						95	8	6						67		3		84									80	61														100						66				61				81						85					90
Wings	29	60.6896551724138																																							90			67				70												88										22						88	34	6		53																		21	98	4		89		99									14	58		67									69	95	46	81	55	41																70			64			59	77	40	95		
Seafood Restaurant	29	63.0344827586207							96	98																	65		77	52	100			43															46											48						54			48										38							43	99		82								73						46			46					53						37	100														63					72	63	77									42	57	69							41
Cooking Classes	28	57.1428571428571					42			33			94	53				26		100	69	75	76	20	52	45				79			100	94			55	34				21	34	20		62	96												12			92									86	59																																15																																												56									
18 And Over Clubs	28	32.25		23					56		40	19	46	80	39	35		14	2	21	27					17	7		2	23			40					15				16		74			30				17			58				60	14		35	74										19																																																																																					
Eyebrow Threading	27	64.5555555555556											95		92							88		97				52	49				68			54								45	82	70				35		49		68				49		92				97	40		39									99	93	22			35											36												88											56																																									53	
Hair Stylists	27	32.4444444444444																																																																												60																			38	29							29											73				39		10		8		43	8			35	13	8	76			70				33	36		8		7	35			47	19	8	8	42	86	8		
Salad	27	71.6666666666667	62	70	65						98																									95	88		82							82																		34		92		62				90			92										38			74		89											81								75					71							11	59										90				36											37			85		94			83		
Steakhouses	26	72.9615384615385										53																													97										64												100	80											55															45													94		89			99	97													100				90		79			50						57				73		94	57	68	96	43			75		97				26	19
Bubble Tea	26	70.0769230769231																																92		89		93					74	96		95		79	81		75			35					97	94					50												29			46										100	45		97			81			61		29							66						49														29																								57	83				
Burger	26	77.5384615384615	67	69	36	67	96		93					86	100					89						37					35																															91		68			78	73						87																	82			76							59						93											99					65			96		76	98																				100								
Toy Store	24	43.7916666666667																																																																																					86										61	90							45											95						54		51		34	49				51	23	25							11	40		91		12	53			18	30	12	31	31	43	15		
Soup	24	69.6666666666667	48	49	45	62	60	72	89		87		83	46		50				99												71																							65						78											68		100				93										88																					79							82			63																								38											57			
Vietnamese Restaurant	24	73.125	47					21							70	78			80													29				94																87										83										96				56																							69	74	42							95									94	81	94						89											84				42	77				76								97				
Tattoo	23	81.0																													93													75					85			90							94								91	70	78								79												62																						72			93		87		71						91							97		77			97	77			65							85			84			50				
Consignment Shops	23	46.2608695652174									56		90	79					25	42	92					22				43	63			27		18			60	41			15			90											33		10																	55										24																													53									57														7										62									
Gym	23	77.5217391304348	87	88	86	40		97	45											98																		85																96														83	95	79																	75														75													91									67						100	68		95					97					75						31						30			
Game Stores	23	46.5217391304348																																																																																																100							13																	82		55		24	27			49	100	43	88			68				23	19		83		28	55			11	10	37	33	22	66	34		
Beauty Salons	23	48.2173913043478																																																																																															47	72			61				33											69				92		15		28		70	38				45	44	45							27	50				16				83	77	43	44	34	62	14		
Dry Cleaning	23	38.4782608695652																																																																																															100	43							10																	50		14		87	31				25	13	37			85				13	52		39		10	60			10	96	21	27	9	36	17		
Lunch Restaurants	23	55.0434782608696												67		88				92										36							93			37	65																											86	2		23			6	24				22						10												72			98	9										97										71				87							82				65		34																			
Sports Bar	22	67.0454545454545	46																												61			60																																								47							85													77		61				84		88								76				38				62	70	98						72			48	70	69	54				72										72							65				
Pnc Bank	22	37.6818181818182																															27					64					40	21				90			65														9									81							71			48												21	79			43				10																19			28	26	9			14										40															10			14	
Cafe	22	67.9090909090909	21	32	26	82	82	91	58	56			88	77																		26								94																											95	64								81						70					82																																				96								93									66								36							78		
Mens Haircut	22	53.9545454545455																					58			55				85	48			68		19	34				31		87	98	81					18	62	81	38	19			57		23																97						54				34		40																																																																						
Night Clubs 18 And Over	21	34.7619047619048														33	66				33			57		88		9	43				18		14	8		6		14		42		9		100		49		13						13		8		13		94																																																																																															
Clothing Boutiques	21	47.2857142857143															61			80			89		23		85	76	67							27	15	42	33	58		26											73			74				86			12			13													19									28																																																		6																			
Vietnamese	21	73.2857142857143	60					62							85																	55																					78																							54				94						69		92	50											99														62				54				95			45			53									90	79			99				87							77					
Video Games	21	49.4285714285714																																																																																					90											94							82															82		58		71		30	63				70	53	66							18	31		70		24				26	14	25	16	12		43		
Facial Salons	21	54.5238095238095																																																																																					62																		43																	39		82		35	60			97	95		49							48	18		96		46	87			43	18	59	37	14	92	25		
U.s. Bank National Association	20	44.3																								36												79	81		87			12							72	42	46												30		59	47																															67		44			35						21												14		25				32										51									6										
Fifth Third Bank	20	38.35																																				82					78	15																					19									24																						27	23		49				37	14													52		69	20			14		21			57	84											43				31	8												
Shopping	20	69.3																																										77									88																																										72											95	69			59				69											56				43		90									77		48	46		64			60		93			88	97	57	38	
All You Can Eat Crab Legs	20	40.45																36					67	25		56			26					71	16						5								14					77																21					95						30											37								70			4										29			85	3						42																																		
Film Developing	19	39.7894736842105																																																																																															55	71			96				21											46						32		37		58	42			40	17	41	42			57					35				21						10	17			18		
Food Trucks	19	53.4736842105263									66	94	27	32	24						16							64						100		49			23			50	85								39	54						18														100									6																	75																																							94																				
Couples Massage	19	60.5263157894737										45								65				55		47								48	57	69		29				55	79	70		57			55	75				71													89			48																97																																																														39									
Late Night Delivery	19	37.6315789473684									70			65						44				61	53												30	31		28	15	39				77				10	63																24	25	25						46					2																																															7																														
Hair Removal Waxing	19	52.2631578947368																																																																																															87								38																	61		75		50	91				31	60	50								60		51		22	66			42	44	29	34		78	24		
Tacos	18	76.8888888888889		56		94					72										89	66																									85		93				97								66			86																										63																92											56										56											92						78						59					84		
Thai Restaurant	18	75.5	99	77			95	53																																																				95							64									87																73									98	58																							68								90			90			81	83				69			52										27
Tailor	18	73.0			76	76				50			62														84												73	67					58	65				62	73				86			90																														91				66																																					87	63																								85			
Chinese Restaurant	18	68.9444444444444	82					63																								13																										70				58					80										73				50														57														74																			84		65									82	57		70	97	66												100	
Barber Shop	18	80.6111111111111																										92												78		83			38								63																			87												60							86		68			91											99			87				67					98							85														99								77				93					
